transaction_id,amount,time_of_day,location_risk,is_foreign,num_prev_transactions,account_age_days,is_fraud
763,28.57,14,0.06,1,13,1550,0
2618,31.52,20,0.06,0,30,2559,0
2412,15.15,15,0.07,0,36,2188,0
1095,26.22,22,0.36,0,23,2010,0
6174,181.06,10,0.11,0,12,293,0
7049,22.96,15,0.12,0,3,1284,0
9273,108.98,14,0.32,0,4,1839,0
3136,95.92,14,0.12,0,43,2508,0
7788,257.99,21,0.34,0,24,1510,0
5041,143.64,21,0.03,0,48,128,0
3806,349.74,10,0.33,0,43,2731,0
885,160.9,12,0.03,1,32,2165,0
2655,145.92,13,0.12,0,17,42,0
5922,337.66,6,0.37,0,14,972,0
6188,35.27,15,0.37,0,16,2360,0
8086,108.1,17,0.05,0,20,1409,0
6743,84.44,16,0.23,0,34,1495,0
7627,220.44,18,0.17,0,12,745,0
5681,26.84,18,0.32,0,12,1512,0
7008,0.02,20,0.25,1,26,241,0
9687,33.62,6,0.07,0,49,2399,0
2203,54.91,12,0.02,0,5,2409,0
6108,8.55,9,0.37,0,40,463,0
6418,247.0,7,0.39,0,48,543,0
1263,37.16,11,0.24,0,16,2317,0
8380,55.07,16,0.3,0,22,1433,0
976,30.42,12,0.21,0,11,754,0
5832,64.35,12,0.0,1,37,896,0
4926,29.71,21,0.18,1,30,774,0
942,80.78,12,0.12,1,32,782,0
4724,54.25,15,0.09,0,9,775,0
2388,91.9,9,0.06,1,44,1860,0
9729,20.6,7,0.06,0,33,2597,0
5022,57.16,12,0.27,0,45,2342,0
4392,77.93,6,0.3,0,38,1433,0
5149,97.69,12,0.16,0,28,1610,0
3222,17.6,7,0.17,0,37,383,0
3883,317.29,10,0.09,0,23,2858,0
9439,0.09,15,0.09,1,25,1682,0
6625,170.57,10,0.22,0,22,1871,0
5919,33.6,18,0.08,0,46,36,0
2790,526.28,16,0.01,0,1,1882,0
945,23.12,10,0.07,0,16,2905,0
8909,80.68,11,0.08,0,32,334,0
1858,61.72,8,0.01,1,25,2999,0
9081,41.24,7,0.15,0,42,301,0
4109,221.08,12,0.28,0,38,432,0
8514,116.48,7,0.09,0,39,2436,0
3256,15.41,14,0.23,0,19,520,0
2691,75.7,19,0.0,1,12,1264,0
9513,7.89,10,0.07,0,36,586,0
6962,51.04,13,0.29,0,30,1566,0
1320,6.23,12,0.0,0,44,2358,0
8883,3.48,22,0.05,0,37,2875,0
9881,1119.25,4,0.65,1,1,45,1
5163,39.48,17,0.11,0,2,2770,0
5830,76.53,22,0.16,0,32,765,0
7954,5.88,13,0.21,0,26,2591,0
5959,146.85,8,0.33,0,32,2623,0
9272,73.79,18,0.29,0,45,366,0
3476,162.36,20,0.1,0,9,813,0
3506,97.45,11,0.21,0,33,62,0
4750,162.15,6,0.04,0,2,1251,0
2478,156.31,9,0.06,1,6,1659,0
9491,69.59,12,0.02,0,5,594,0
6616,130.38,21,0.27,1,11,1393,0
7414,174.37,19,0.25,0,39,1625,0
7587,54.03,12,0.15,0,24,2467,0
5345,323.77,17,0.33,0,4,2329,0
9864,410.68,3,0.61,1,3,16,1
7112,250.45,13,0.24,0,28,1134,0
1875,131.98,13,0.12,0,42,1483,0
8517,312.17,7,0.37,0,6,2542,0
5271,21.4,6,0.13,0,45,1641,0
5097,185.79,21,0.03,0,42,535,0
2905,73.92,9,0.19,0,11,2186,0
571,72.15,19,0.19,0,23,2463,0
1449,289.34,21,0.11,0,5,921,0
5965,66.14,22,0.04,0,49,683,0
6243,78.55,14,0.08,0,10,585,0
6348,391.23,14,0.38,1,27,2177,0
7875,76.68,22,0.1,1,41,400,0
9817,90.64,10,0.23,0,22,2633,0
3227,27.65,19,0.21,0,48,1377,0
9745,30.84,18,0.25,0,9,2190,0
3979,5.19,13,0.05,0,2,687,0
4384,83.48,6,0.03,0,23,338,0
7857,52.85,8,0.35,0,11,1021,0
3540,6.46,15,0.12,0,46,1339,0
5683,246.32,17,0.21,0,45,1033,0
2828,10.03,20,0.26,0,13,2791,0
7659,64.82,9,0.02,0,44,1325,0
4997,12.71,21,0.17,0,21,1941,0
1339,7.49,16,0.13,0,24,1119,0
3263,54.35,7,0.1,0,10,1862,0
6387,81.48,9,0.3,0,39,1689,0
7952,6.54,12,0.15,0,38,1506,0
651,9.09,17,0.05,0,25,940,0
2903,0.0,14,0.14,0,6,1904,0
2259,38.12,13,0.35,0,5,195,0
7403,84.96,7,0.34,1,7,656,0
3522,63.32,16,0.4,0,11,2884,0
2731,137.61,17,0.22,0,43,771,0
5497,86.59,7,0.12,0,19,2337,0
4479,90.09,16,0.29,0,7,534,0
1597,32.04,20,0.03,0,12,1624,0
7067,3.49,13,0.13,0,2,995,0
2585,88.16,15,0.12,0,31,1058,0
5442,24.54,17,0.18,0,40,331,0
3197,283.23,19,0.01,0,41,542,0
8524,55.58,18,0.22,0,30,2628,0
7683,95.43,6,0.32,0,11,1213,0
5377,85.92,19,0.31,0,22,2729,0
1259,6.64,18,0.04,0,23,1164,0
5278,40.46,16,0.23,0,13,2061,0
992,118.64,18,0.27,0,5,390,0
3505,227.66,17,0.4,0,22,1872,0
114,165.09,18,0.13,0,4,1606,0
920,15.1,13,0.31,0,33,383,0
2510,223.58,22,0.4,0,41,1001,0
9405,18.29,9,0.14,0,41,1779,0
166,180.36,15,0.23,0,44,667,0
5264,5.62,12,0.31,0,13,174,0
4604,46.24,18,0.38,0,26,1262,0
950,90.98,22,0.11,0,31,1681,0
4595,55.77,8,0.16,0,23,1158,0
5728,10.27,15,0.08,0,17,623,0
3771,79.12,19,0.04,0,23,188,0
2507,192.39,22,0.14,0,19,1544,0
5108,10.48,15,0.39,0,46,2244,0
2851,106.89,22,0.3,0,48,1322,0
6486,67.6,12,0.26,0,13,2827,0
5363,78.48,7,0.35,0,4,82,0
7443,14.41,10,0.14,0,42,2160,0
4447,19.95,12,0.39,0,42,1377,0
4461,51.54,13,0.29,0,21,2206,0
9514,119.8,15,0.27,0,17,1685,0
2506,11.57,8,0.29,0,42,2281,0
1115,89.88,6,0.34,0,47,1144,0
8398,59.77,22,0.13,0,26,189,0
299,97.52,12,0.14,0,40,2226,0
1676,36.34,9,0.05,0,23,893,0
3348,22.6,20,0.3,0,27,2367,0
2736,153.8,7,0.2,0,49,1572,0
7820,83.66,7,0.05,0,37,2049,0
4989,131.4,6,0.04,0,35,1971,0
9895,95.75,0,0.75,1,4,18,1
5818,86.93,9,0.15,0,37,1749,0
4326,300.64,10,0.07,0,16,2181,0
6720,34.42,22,0.0,0,1,247,0
8787,68.48,21,0.31,0,29,2328,0
4551,269.94,14,0.24,0,24,1844,0
8573,33.81,9,0.12,1,1,1533,0
7848,68.12,10,0.21,0,20,956,0
2104,119.04,13,0.13,0,9,1383,0
5814,33.06,20,0.2,0,39,1326,0
9105,14.55,18,0.31,0,30,2049,0
7454,92.64,21,0.08,1,26,1956,0
1838,41.29,20,0.35,0,40,1867,0
7903,31.35,19,0.15,0,22,311,0
8319,195.03,18,0.03,0,36,2689,0
8724,49.19,10,0.09,0,22,236,0
608,45.3,18,0.11,0,32,287,0
8375,86.93,21,0.05,0,40,2322,0
1094,71.89,21,0.05,0,34,1626,0
6388,135.73,10,0.1,0,44,636,0
6506,164.83,6,0.07,0,7,1596,0
8965,81.38,9,0.32,0,25,217,0
4488,43.82,21,0.13,0,15,1016,0
161,45.85,20,0.21,0,16,172,0
204,228.82,18,0.38,0,44,2580,0
7041,153.23,20,0.13,0,28,1568,0
5894,21.36,15,0.35,0,14,1704,0
4934,58.85,12,0.28,0,13,2994,0
2935,123.55,13,0.31,0,16,1554,0
7323,65.85,15,0.17,0,9,1412,0
2436,49.34,13,0.1,0,17,93,0
1231,224.53,20,0.24,0,19,1650,0
8676,39.38,9,0.11,1,29,1947,0
3047,54.94,20,0.15,0,34,445,0
9655,73.28,9,0.28,0,4,2245,0
8420,16.24,16,0.4,0,48,634,0
7667,102.95,6,0.1,0,2,917,0
6408,37.77,14,0.37,0,8,2703,0
4252,6.4,16,0.26,0,42,1049,0
5578,404.46,8,0.06,0,43,437,0
3294,78.04,15,0.29,0,37,2024,0
4035,16.98,18,0.01,0,21,533,0
8113,363.98,12,0.2,0,15,312,0
4291,77.71,14,0.36,0,47,1691,0
4335,47.96,6,0.34,0,48,2985,0
5932,40.18,11,0.3,0,47,712,0
3878,211.47,17,0.22,0,30,1167,0
5429,114.34,10,0.16,0,41,2662,0
4754,71.11,19,0.31,0,12,1128,0
4887,42.0,12,0.01,0,13,468,0
858,63.88,10,0.12,0,23,145,0
8234,89.26,10,0.18,0,44,2408,0
8376,49.12,21,0.02,1,20,1825,0
2562,122.79,16,0.25,0,1,792,0
3802,278.57,6,0.25,0,7,1344,0
2641,35.39,11,0.21,0,24,2627,0
9664,4.0,12,0.27,0,38,1736,0
4491,30.27,17,0.15,1,31,1160,0
2348,44.93,18,0.26,0,34,960,0
650,69.0,20,0.09,0,40,72,0
2782,185.57,10,0.29,0,23,2857,0
5653,23.05,22,0.18,0,14,106,0
8544,107.63,9,0.01,0,36,1802,0
8678,123.76,6,0.36,0,43,410,0
6434,72.4,22,0.19,0,13,1769,0
616,253.67,9,0.23,0,45,816,0
8449,12.5,12,0.21,0,33,1809,0
2576,102.3,9,0.22,0,6,2293,0
54,225.22,7,0.19,0,20,2131,0
3341,219.94,16,0.37,0,39,1599,0
7038,59.54,11,0.06,0,18,75,0
1706,11.17,18,0.29,0,19,617,0
9061,255.75,8,0.17,1,9,2365,0
9353,209.09,17,0.07,0,3,1733,0
1494,7.6,10,0.21,0,4,2397,0
9964,1574.04,3,0.72,0,3,31,1
5633,20.65,16,0.35,1,31,180,0
804,93.32,9,0.32,0,5,944,0
4954,112.01,14,0.05,0,11,1730,0
6934,13.78,22,0.29,0,35,1730,0
7105,30.34,20,0.13,0,15,2308,0
991,160.65,21,0.38,0,6,1375,0
2775,79.09,21,0.13,0,26,795,0
7471,170.32,14,0.21,0,22,445,0
6420,70.34,14,0.2,0,37,2626,0
3514,169.81,10,0.38,0,23,819,0
5479,145.35,8,0.06,0,47,2393,0
8401,69.12,9,0.02,0,29,1714,0
220,189.2,19,0.13,0,22,2714,0
6970,63.64,18,0.19,0,12,327,0
1289,3.38,20,0.11,0,41,1602,0
3164,69.84,6,0.16,0,13,1572,0
4679,113.68,18,0.11,0,34,1068,0
2619,184.97,17,0.25,1,6,2549,0
3613,46.93,13,0.12,0,37,2314,0
44,240.04,12,0.04,0,7,2935,0
8095,75.99,17,0.2,0,40,1900,0
8373,50.57,22,0.35,0,32,1836,0
3793,90.35,12,0.32,1,2,1117,0
3572,77.22,12,0.18,0,15,2056,0
9981,396.82,0,0.86,0,0,39,1
1504,41.74,21,0.28,0,10,1644,0
5557,11.94,6,0.22,0,44,2549,0
9831,228.22,4,0.87,0,2,15,1
3440,264.7,10,0.02,0,10,2362,0
1893,160.98,12,0.19,0,2,1309,0
9324,55.99,21,0.16,0,49,2543,0
5256,65.5,16,0.19,1,22,840,0
1956,270.48,8,0.0,1,25,1865,0
5168,13.97,16,0.26,0,20,2142,0
4815,146.73,13,0.03,0,43,926,0
6265,184.86,14,0.16,0,30,208,0
1506,50.89,20,0.04,0,17,459,0
671,19.04,8,0.05,0,24,1598,0
8908,99.08,11,0.02,0,36,2663,0
7056,12.75,19,0.14,0,30,854,0
898,226.66,15,0.35,0,29,2993,0
6179,22.03,11,0.37,0,2,2598,0
2667,14.69,12,0.31,0,30,2861,0
3194,39.56,15,0.15,0,14,578,0
2891,40.38,6,0.34,0,16,2111,0
7774,39.22,8,0.25,0,13,568,0
2622,222.44,6,0.19,0,38,1475,0
6009,98.57,7,0.38,0,22,2850,0
5957,36.95,22,0.29,0,20,1798,0
3,131.67,6,0.18,0,1,2524,0
2371,105.64,8,0.35,0,27,1504,0
7915,0.24,7,0.04,0,17,2461,0
1770,50.17,7,0.27,0,36,1786,0
8507,0.04,18,0.28,0,27,1626,0
6026,30.48,13,0.38,0,1,1893,0
532,817.24,21,0.25,0,16,2950,0
8725,200.79,13,0.0,0,25,1154,0
8650,24.05,6,0.15,0,37,2117,0
7874,222.63,17,0.27,0,23,403,0
8891,31.81,19,0.05,0,21,2934,0
3121,31.58,20,0.25,0,19,1462,0
9023,66.36,19,0.03,0,6,405,0
732,168.51,11,0.14,0,30,2379,0
3407,195.21,12,0.24,0,33,47,0
2340,54.29,22,0.04,0,19,836,0
5968,9.15,21,0.03,0,2,808,0
6581,213.46,19,0.39,0,2,2217,0
2566,35.0,12,0.26,0,27,2949,0
7727,10.11,16,0.03,0,34,1001,0
7821,43.76,11,0.04,0,26,166,0
6714,173.58,15,0.28,1,32,958,0
6996,86.69,11,0.11,0,1,1121,0
6943,111.78,17,0.23,0,9,683,0
7795,129.88,8,0.09,0,2,2986,0
8976,80.82,18,0.07,0,16,2351,0
1256,56.27,18,0.3,0,34,785,0
2105,157.63,20,0.13,0,1,686,0
6735,17.55,11,0.0,0,2,875,0
9779,50.93,18,0.23,0,38,2028,0
6225,11.18,14,0.25,1,46,2217,0
9151,78.41,11,0.03,0,1,2245,0
4995,7.09,15,0.28,0,37,2927,0
8970,6.91,6,0.33,0,44,1580,0
6840,344.27,22,0.35,0,32,1737,0
5058,32.4,13,0.18,1,29,818,0
5847,23.76,17,0.21,0,4,1265,0
4435,7.55,20,0.11,0,1,710,0
3485,87.51,10,0.25,0,28,2747,0
9494,19.75,16,0.37,0,35,2105,0
5319,15.41,16,0.24,0,12,2489,0
3817,44.51,19,0.06,0,28,2441,0
5730,257.35,14,0.07,0,10,506,0
8904,140.83,13,0.09,0,18,2166,0
7841,84.01,8,0.06,0,41,2786,0
9890,1130.57,2,0.96,1,1,49,1
1622,6.2,19,0.17,0,25,2999,0
9424,51.36,8,0.17,0,12,210,0
6308,45.78,22,0.38,0,17,2315,0
9305,137.85,13,0.23,0,3,2901,0
8903,151.65,13,0.22,0,16,1194,0
1097,24.91,17,0.22,0,28,1380,0
8058,26.72,6,0.06,0,4,1868,0
9482,34.42,7,0.11,0,10,259,0
2464,84.25,9,0.13,0,19,2078,0
8290,71.42,12,0.19,0,11,448,0
1789,6.9,12,0.3,0,10,631,0
251,34.88,19,0.11,0,4,1994,0
9927,93.2,1,0.71,0,0,53,1
6192,102.95,14,0.3,0,8,2839,0
9651,33.87,7,0.23,1,29,1307,0
193,230.68,16,0.15,0,29,606,0
821,162.38,10,0.3,0,8,1781,0
9628,205.73,12,0.08,0,19,259,0
5715,112.95,17,0.18,0,44,2160,0
7196,78.04,22,0.26,1,28,2199,0
5716,35.89,14,0.4,0,13,439,0
4401,13.16,7,0.3,0,40,722,0
9291,71.75,8,0.35,0,2,1429,0
5389,84.68,12,0.05,0,49,1580,0
4167,27.48,7,0.09,0,27,2740,0
4952,5.26,16,0.36,0,27,1906,0
2688,53.38,13,0.07,0,48,879,0
4391,20.49,15,0.19,0,2,2232,0
5861,60.77,6,0.03,0,1,1667,0
5982,1.71,15,0.14,0,22,598,0
4928,25.74,12,0.25,0,15,2400,0
6736,82.82,18,0.16,0,45,2224,0
2608,32.32,8,0.07,0,37,818,0
7467,181.17,16,0.35,0,23,534,0
239,103.7,13,0.04,0,2,2707,0
4016,30.09,9,0.03,1,34,2783,0
9263,116.28,18,0.21,0,39,1130,0
2978,1.15,15,0.2,0,19,1241,0
5713,60.31,9,0.11,0,19,2609,0
9857,297.41,2,0.62,1,3,33,1
5474,120.92,18,0.28,0,3,2434,0
946,1.11,7,0.17,0,44,2471,0
8252,384.0,19,0.38,0,45,83,0
7682,75.48,11,0.34,0,24,1792,0
5098,30.44,16,0.19,0,28,1808,0
6806,160.79,11,0.16,1,45,1484,0
5804,169.26,10,0.14,0,17,1857,0
3553,86.92,15,0.3,0,14,676,0
9970,342.11,2,0.93,1,0,33,1
3361,159.08,18,0.05,0,31,2860,0
8250,159.85,15,0.31,0,35,306,0
2411,116.56,16,0.33,0,5,827,0
4508,2.42,16,0.21,0,26,705,0
8463,31.52,18,0.27,0,35,856,0
3983,25.4,20,0.12,0,8,1526,0
147,94.05,14,0.18,0,20,358,0
6649,115.74,11,0.34,0,9,2877,0
2295,0.55,7,0.18,0,2,356,0
2254,176.78,20,0.24,0,16,423,0
3612,15.43,7,0.28,0,21,1324,0
5354,77.27,8,0.18,0,15,2787,0
1737,59.74,18,0.4,0,11,2354,0
7916,28.08,16,0.34,0,41,2944,0
7660,102.8,15,0.32,0,43,1765,0
115,100.35,19,0.0,0,18,972,0
8861,70.47,17,0.14,0,27,1539,0
5650,86.93,14,0.39,0,45,465,0
9845,1296.86,0,0.79,1,0,58,1
499,366.5,14,0.3,0,42,1121,0
7823,53.08,10,0.27,0,16,202,0
721,278.61,18,0.39,0,6,2277,0
7259,127.43,13,0.24,0,16,1579,0
8844,208.98,14,0.31,0,36,202,0
5731,172.3,11,0.12,0,35,1350,0
3090,29.18,6,0.33,0,46,1952,0
7227,196.13,16,0.19,0,36,2373,0
7307,178.97,21,0.1,0,22,1713,0
6509,192.77,7,0.02,0,34,539,0
597,110.13,17,0.18,0,42,1102,0
9093,66.92,8,0.12,0,32,2887,0
6096,135.48,22,0.35,0,13,1990,0
6054,50.12,13,0.08,0,38,1368,0
5165,16.01,11,0.32,0,6,1054,0
1648,174.91,10,0.11,0,48,1696,0
8168,115.69,21,0.16,0,35,2132,0
6921,272.43,9,0.17,0,40,1413,0
2701,73.67,16,0.39,1,38,1677,0
8204,47.36,19,0.03,0,3,86,0
1701,337.62,19,0.31,0,26,1172,0
8944,264.88,8,0.25,0,42,348,0
5405,42.78,20,0.34,0,38,1249,0
7220,243.33,17,0.02,0,3,328,0
7503,13.36,12,0.01,0,14,696,0
2943,35.18,7,0.05,0,26,411,0
6302,58.46,13,0.03,0,19,2851,0
87,130.79,7,0.3,0,32,1470,0
2309,12.09,12,0.11,0,19,1970,0
2678,5.98,13,0.09,0,23,1769,0
8217,82.74,22,0.16,0,38,1852,0
7730,78.17,7,0.28,1,39,1463,0
2595,15.42,17,0.12,0,37,658,0
5885,65.43,14,0.18,0,7,1355,0
1030,176.56,16,0.31,1,19,1006,0
137,73.15,12,0.1,0,24,2316,0
6832,9.32,10,0.26,0,25,2435,0
7815,26.13,12,0.37,0,2,416,0
2855,10.74,19,0.21,0,3,1461,0
4410,80.91,8,0.3,1,22,1759,0
1201,141.99,16,0.15,0,38,1782,0
4718,545.72,18,0.13,1,13,2763,0
9518,127.41,15,0.14,0,45,632,0
6595,138.23,18,0.33,0,8,1731,0
567,49.8,8,0.33,0,39,993,0
7329,20.97,19,0.22,0,40,161,0
5431,93.48,8,0.02,1,42,2873,0
3928,107.74,19,0.35,0,3,1096,0
6056,67.92,19,0.0,0,37,1147,0
7590,7.71,7,0.24,0,18,1685,0
7123,76.36,21,0.07,0,36,2648,0
6573,8.18,10,0.38,0,14,2896,0
6536,28.82,17,0.34,0,14,1946,0
8914,24.29,12,0.01,0,24,2073,0
8276,135.56,20,0.17,0,21,495,0
2331,29.79,16,0.39,0,44,1314,0
3516,278.01,22,0.33,0,21,2290,0
2188,145.27,20,0.08,0,48,2581,0
196,42.96,15,0.09,0,26,698,0
7258,4.49,18,0.29,0,37,2402,0
5667,121.5,8,0.17,0,36,2969,0
5060,42.62,8,0.13,1,39,286,0
803,85.87,7,0.29,0,14,605,0
8849,57.81,10,0.4,0,29,791,0
9929,465.98,2,0.75,0,3,39,1
2069,18.0,7,0.08,0,3,1458,0
9083,40.17,18,0.06,0,32,1397,0
8745,72.68,12,0.27,0,17,494,0
645,12.76,7,0.12,0,23,1739,0
9375,7.86,20,0.37,0,32,811,0
5104,40.41,8,0.03,0,11,854,0
5461,161.01,16,0.34,0,41,448,0
1638,16.54,8,0.24,0,16,615,0
121,164.73,7,0.28,0,2,1980,0
2982,26.78,9,0.13,0,39,1107,0
5070,1.21,11,0.37,1,36,2639,0
3075,91.05,20,0.06,0,49,181,0
8928,17.93,10,0.25,0,11,1412,0
3279,40.59,7,0.16,0,25,1347,0
2136,220.96,22,0.15,0,21,1618,0
8942,49.44,16,0.29,0,28,237,0
4971,64.45,10,0.3,0,8,1637,0
6196,16.94,11,0.13,1,12,1721,0
135,286.31,11,0.12,0,16,1568,0
7732,15.21,6,0.01,0,20,1014,0
5325,5.65,19,0.11,0,12,163,0
9641,66.09,7,0.26,0,7,2670,0
6161,16.82,14,0.05,0,33,199,0
2560,69.44,13,0.07,0,10,1968,0
63,176.46,18,0.36,0,38,1384,0
1359,32.41,17,0.34,0,17,1217,0
6726,9.39,16,0.37,0,27,227,0
2468,4.03,6,0.36,0,37,2318,0
680,200.62,22,0.24,0,32,985,0
6798,37.52,11,0.38,0,10,1465,0
742,35.86,16,0.13,0,39,38,0
5308,49.3,12,0.39,0,12,1784,0
7628,58.06,19,0.17,0,23,700,0
3642,239.07,16,0.29,0,24,1143,0
445,167.56,16,0.18,0,8,365,0
8141,12.81,12,0.39,0,1,2579,0
3259,49.73,13,0.3,0,45,2158,0
4664,176.44,13,0.25,1,30,2581,0
1874,183.7,21,0.05,1,22,2310,0
6367,44.13,17,0.38,0,6,806,0
2597,31.66,14,0.33,0,23,70,0
1718,118.76,14,0.27,0,25,2682,0
2913,130.69,11,0.09,0,36,2492,0
2844,301.45,7,0.33,0,11,2349,0
4028,17.0,12,0.38,0,21,1475,0
5489,94.08,22,0.3,0,20,2966,0
8635,34.14,11,0.25,0,21,2369,0
8038,193.18,10,0.29,0,1,1591,0
9233,263.02,8,0.13,0,19,1228,0
490,220.97,8,0.38,0,9,869,0
494,20.84,14,0.28,0,5,2279,0
691,39.11,15,0.19,0,30,281,0
3822,45.03,6,0.04,0,29,579,0
603,19.48,20,0.4,0,17,1000,0
1912,209.27,9,0.23,0,14,2373,0
1015,122.27,22,0.2,0,29,322,0
6157,136.01,13,0.39,0,5,711,0
1994,14.54,9,0.01,0,20,2397,0
5770,243.28,8,0.25,1,28,720,0
3758,41.87,10,0.17,0,21,2358,0
2367,13.13,14,0.01,0,40,1825,0
5284,221.77,13,0.35,0,18,1057,0
4371,22.6,18,0.35,0,28,2447,0
6884,62.64,10,0.28,0,41,1596,0
7012,163.94,14,0.2,0,26,878,0
1362,23.66,14,0.29,0,39,1306,0
8462,231.76,14,0.21,0,5,2867,0
1527,33.53,14,0.07,0,44,1460,0
1328,155.92,19,0.05,0,39,2125,0
8508,90.68,7,0.26,0,16,1241,0
9032,123.86,18,0.1,0,37,1983,0
1552,92.03,22,0.06,0,31,2576,0
7770,126.95,16,0.19,0,49,1504,0
9909,155.69,3,0.71,0,2,13,1
1338,114.01,8,0.11,0,18,2064,0
3902,47.65,20,0.22,0,16,559,0
3011,79.6,10,0.03,0,3,544,0
5042,89.58,14,0.29,1,34,352,0
8826,35.93,13,0.17,0,42,200,0
2251,9.86,12,0.32,0,48,2914,0
6534,0.91,15,0.4,0,47,143,0
5040,255.88,6,0.0,0,7,646,0
2347,113.53,11,0.19,0,2,2068,0
9283,127.84,6,0.09,0,45,1389,0
5486,437.16,20,0.38,0,49,441,0
2785,192.27,7,0.26,0,14,2704,0
5120,33.12,15,0.13,0,2,2399,0
7551,291.27,18,0.18,0,39,1828,0
5556,123.91,6,0.19,1,4,1822,0
5600,125.64,22,0.4,0,8,1220,0
7631,67.06,21,0.22,0,12,259,0
151,238.89,8,0.19,0,33,1516,0
2805,73.7,19,0.23,0,15,1108,0
5875,53.72,6,0.18,0,25,2793,0
2087,11.15,19,0.07,0,27,160,0
3752,239.88,10,0.37,0,28,2326,0
5613,172.18,9,0.06,0,31,1878,0
2260,57.02,11,0.01,0,29,1073,0
4018,226.04,15,0.18,0,14,807,0
6114,78.71,10,0.07,0,41,827,0
6059,187.59,9,0.07,0,30,2831,0
2425,34.14,22,0.05,0,10,2841,0
8035,158.17,21,0.06,0,2,2446,0
3857,43.8,7,0.2,1,9,2171,0
860,6.8,20,0.36,0,9,2591,0
8171,169.3,13,0.08,0,15,2976,0
7592,183.26,15,0.32,0,30,829,0
8098,21.2,19,0.29,0,42,2227,0
7321,28.24,6,0.32,0,35,1807,0
8564,213.58,18,0.22,0,49,1191,0
4740,97.11,22,0.09,0,35,2809,0
8595,134.83,14,0.05,0,17,1449,0
4463,566.25,20,0.03,0,1,394,0
5529,57.1,12,0.37,0,44,2607,0
1365,132.09,19,0.09,0,30,499,0
1780,183.8,11,0.32,0,26,2424,0
9222,88.98,9,0.38,0,21,489,0
4786,47.3,12,0.29,0,32,1982,0
6335,27.86,14,0.15,0,38,1809,0
1819,97.99,20,0.06,1,28,1621,0
7800,30.58,21,0.34,0,13,715,0
4938,84.15,20,0.18,0,44,1805,0
2705,147.04,20,0.02,0,19,1554,0
5286,123.67,9,0.11,0,7,1478,0
176,19.16,10,0.31,0,36,2732,0
7482,14.88,20,0.26,0,4,1334,0
2094,74.09,19,0.12,0,12,2239,0
8751,94.09,16,0.22,0,37,840,0
3492,93.36,18,0.29,0,5,1539,0
1921,118.95,21,0.33,0,49,910,0
83,40.18,22,0.16,0,23,2369,0
817,89.47,21,0.24,1,44,2342,0
8602,125.23,15,0.04,1,2,639,0
7355,18.45,18,0.31,0,19,2788,0
4397,35.18,14,0.34,0,9,290,0
9182,52.41,12,0.26,0,22,990,0
5569,181.02,14,0.05,0,34,1479,0
284,9.87,7,0.39,1,42,328,0
4121,34.72,16,0.1,0,43,1294,0
7481,42.0,15,0.28,0,42,2305,0
610,117.25,9,0.35,0,46,1503,0
2916,108.78,16,0.15,0,45,1704,0
1814,2.12,15,0.26,0,8,2924,0
1272,196.7,20,0.21,1,14,937,0
5925,28.16,19,0.15,0,30,1413,0
9596,47.08,19,0.38,0,10,904,0
2995,14.12,8,0.28,0,14,2786,0
7110,53.77,20,0.09,1,33,848,0
8614,11.22,16,0.07,0,15,989,0
7357,419.5,20,0.29,0,27,2818,0
2643,152.25,14,0.09,0,22,984,0
6554,0.85,22,0.3,0,48,1159,0
4509,87.91,11,0.22,0,20,2092,0
2306,50.59,17,0.01,0,7,2147,0
6503,64.33,8,0.3,0,30,136,0
6261,12.84,11,0.09,0,10,1817,0
4196,20.66,9,0.23,0,46,1922,0
5563,30.59,15,0.36,0,18,756,0
4841,311.56,12,0.18,0,21,2059,0
4656,18.43,9,0.3,0,19,296,0
8148,253.92,15,0.15,0,45,2065,0
4169,37.82,20,0.14,0,17,1630,0
3850,7.09,8,0.19,0,36,2686,0
9848,211.13,0,0.92,1,3,36,1
8402,268.14,15,0.32,0,6,2566,0
5254,8.69,15,0.06,0,33,1307,0
7885,11.06,16,0.34,0,42,329,0
5534,158.48,11,0.38,0,29,650,0
2415,70.41,7,0.32,0,30,755,0
3555,15.56,13,0.18,1,34,2599,0
4692,44.19,12,0.05,0,12,2831,0
4499,30.29,15,0.4,0,23,2126,0
2196,59.25,9,0.28,0,9,713,0
5046,92.25,12,0.23,0,22,1955,0
2601,99.31,15,0.32,0,25,328,0
1519,27.9,11,0.0,0,35,923,0
4765,77.3,20,0.14,0,39,1820,0
4315,353.84,7,0.31,0,13,2086,0
3367,39.23,16,0.1,0,36,811,0
6066,157.97,14,0.29,1,49,2803,0
6583,134.54,7,0.09,0,16,2480,0
2634,18.27,14,0.22,0,10,2150,0
7338,31.27,12,0.16,0,36,2267,0
5634,20.85,19,0.15,0,22,33,0
9169,31.6,11,0.1,0,29,592,0
8790,110.32,9,0.13,0,48,649,0
2435,324.77,12,0.34,0,26,668,0
8278,54.9,18,0.26,0,41,533,0
6759,714.01,14,0.38,0,33,747,0
6612,144.43,9,0.36,0,1,170,0
4521,197.81,12,0.03,1,33,1872,0
5588,63.3,12,0.34,0,28,2986,0
3546,16.83,15,0.08,0,3,813,0
5966,227.82,21,0.17,0,46,1959,0
5993,61.54,13,0.15,0,23,2179,0
8806,184.11,22,0.08,0,28,753,0
5532,14.32,12,0.06,0,6,1135,0
